[2026-04-23T18:47:06.254Z] GET https://blostrupmoen.no/forstehjelpskurs-bygg-anlegg/ → pending (?ms, ?B)
[2026-04-23T18:47:07.924Z] GET https://s.w.org/images/core/emoji/16.0.1/svg/1f4cd.svg → 200 (43ms, 277B)
[2026-04-23T18:47:08.070Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/includes/assets/js/kb-header-block.min.js?ver=3.6.6 → pending (?ms, ?B)
[2026-04-23T18:47:08.070Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/includes/assets/js/kb-navigation-block.min.js?ver=3.6.6 → pending (?ms, ?B)
[2026-04-23T18:47:08.070Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/includes/assets/js/kb-off-canvas-trigger.min.js?ver=3.6.6 → pending (?ms, ?B)
[2026-04-23T18:47:08.070Z] GET https://blostrupmoen.no/wp-content/plugins/the-events-calendar/common/build/js/user-agent.js?ver=da75d0bdea6dde3898df → pending (?ms, ?B)
[2026-04-23T18:47:08.070Z] GET https://blostrupmoen.no/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.4.1 → pending (?ms, ?B)
[2026-04-23T18:47:08.071Z] GET https://blostrupmoen.no/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=1773309978 → pending (?ms, ?B)
[2026-04-23T18:47:08.110Z] GET https://w228278-www.website.cfh4nlntd.service.one/wp-content/uploads/2025/03/Forsidebilde-Blostrupmoen-Norge-AS.jpg → pending (?ms, ?B)
[2026-04-23T18:47:08.110Z] GET https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → pending (?ms, ?B)
[2026-04-23T18:47:08.239Z] GET https://fonts.gstatic.com/s/inter/v20/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuGKYAZ9hiJ-Ek-_EeA.woff2 → 200 (22ms, 24420B)
[2026-04-23T18:47:08.239Z] GET https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBHMdazTgWw.woff2 → 200 (20ms, 16692B)
[2026-04-23T18:47:08.254Z] GET https://blostrupmoen.no/wp-content/uploads/2025/04/Blostrupmoen-Logo-Hvit-300x101.png → 200 (297ms, 6025B)
[2026-04-23T18:47:08.254Z] GET https://blostrupmoen.no/wp-content/uploads/2025/10/logoer-til-nettsidens-footer-300x167.png → 200 (318ms, 10554B)
[2026-04-23T18:47:08.254Z] GET https://w228278-www.website.cfh4nlntd.service.one/wp-content/uploads/2025/09/wp-content_uploads_2017_06_Miljfyrtarn-ensfarget-hvit.png → 200 (556ms, 2495B)
[2026-04-23T18:47:08.401Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-THDKV5D → 200 (140ms, 459120B)
[2026-04-23T18:47:08.405Z] GET https://blostrupmoen.no/wp-json/complianz/v1/banner?lang=nb&locale=nb_NO&token=jxzfz → 200 (518ms, 106B)
[2026-04-23T18:47:08.410Z] GET blob:https://blostrupmoen.no/16669959-35e7-4829-a134-7f7f33bb019a → 200 (5ms, ?B)
[2026-04-23T18:47:08.463Z] GET https://blostrupmoen.no/wp-includes/js/wp-emoji-release.min.js?ver=6.9.4 → 200 (275ms, 22762B)
[2026-04-23T18:47:08.571Z] GET https://www.googletagmanager.com/gtag/js?id=AW-868030638&cx=c&gtm=4e64m0 → 200 (314ms, 392086B)
[2026-04-23T18:47:08.571Z] GET https://www.googletagmanager.com/gtag/js?id=G-MDE69R5SZY&cx=c&gtm=4e64m0 → 200 (347ms, 550166B)
[2026-04-23T18:47:08.571Z] GET https://www.google-analytics.com/analytics.js → 200 (389ms, 52310B)
[2026-04-23T18:47:08.571Z] GET https://connect.facebook.net/en_US/fbevents.js → 200 (406ms, 374707B)
[2026-04-23T18:47:08.572Z] POST https://www.google.com/ccm/collect?rcb=7&frm=0&ae=g&en=page_view&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&scrsrc=www.googletagmanager.com&rnd=163662731.1776970029&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&auid=2066263188.1776970029&navt=n&npa=0&ep.ads_data_redaction=0&gtm=45He64m0v79702262za200zd79702262xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938468~117266400~118167059&apve=1&apvf=f&apvc=1&tft=1776970028570&tfd=2319 → 200 (114ms, ?B)
[2026-04-23T18:47:08.742Z] GET https://s.w.org/images/core/emoji/17.0.2/svg/1f447.svg → 200 (9ms, 558B)
[2026-04-23T18:47:08.916Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/868030638/?random=1776970028891&cv=11&fst=1776970028891&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be64m0v895332183z879702262za20gzb79702262zd79702262xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938469~117266400~117384406~118128922&u_w=1280&u_h=720&url=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&rcb=2&frm=0&tiba=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=2066263188.1776970029&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=15.6.0&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=4 → 200 (90ms, 4203B)
[2026-04-23T18:47:08.916Z] POST https://www.google.com/rmkt/collect/868030638/?random=1776970028891&cv=11&fst=1776970028891&fmt=8&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be64m0v895332183z879702262za20gzb79702262zd79702262xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938469~117266400~117384406~118128922&u_w=1280&u_h=720&url=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&rcb=2&frm=0&tiba=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=2066263188.1776970029&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=15.6.0&uaw=0&data=event%3Dgtag.config&gcp=5 → 200 (45ms, ?B)
[2026-04-23T18:47:08.916Z] POST https://www.google.com/ccm/collect?rcb=2&frm=0&en=page_view&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&scrsrc=www.googletagmanager.com&rnd=163662731.1776970029&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&auid=2066263188.1776970029&navt=n&npa=0&gtm=45be64m0v895332183z879702262za20gzb79702262zd79702262xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938469~117266400~117384406~118128922&apve=1&apvf=f&apvc=0&tids=AW-868030638&tid=AW-868030638&tft=1776970028915&tfd=2664 → 200 (45ms, ?B)
[2026-04-23T18:47:08.923Z] GET https://blostrupmoen.no/wp-content/uploads/complianz/css/banner-1-optin.css?v=9884 → 200 (155ms, 15939B)
[2026-04-23T18:47:08.958Z] POST https://analytics.google.com/g/collect?v=2&tid=G-MDE69R5SZY&gtm=45je64m0v874454037z879702262za20gzb79702262zd79702262&_p=1776970028400&_gaz=1&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=EAAAAGA&are=1&cid=811081800.1776970029&frm=0&ir=1&pscdl=noapi&rcb=19&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=15.6.0&uaw=0&ul=en-us&_s=1&tag_exp=0~115616986~115938465~115938469~117266401~117384405~117512542~118463262&sid=1776970028&sct=1&seg=0&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&en=page_view&_fv=1&_nsi=1&_ss=1&tfd=2691 → 204 (79ms, ?B)
[2026-04-23T18:47:08.958Z] POST https://stats.g.doubleclick.net/g/collect?v=2&tid=G-MDE69R5SZY&cid=811081800.1776970029&gtm=45je64m0v874454037z879702262za20gzb79702262zd79702262&rcb=19&aip=1&dma=0&gcd=13l3l3l3l1l1&npa=0&frm=0&tag_exp=0~115616986~115938465~115938469~117266401~117384405~117512542~118463262 → 204 (101ms, ?B)
[2026-04-23T18:47:08.960Z] POST https://analytics.google.com/g/collect?v=2&tid=G-MDE69R5SZY&gtm=45je64m0v874454037z879702262za20gzb79702262zd79702262&_p=1776970028400&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=EAAAAGQ&are=1&cid=811081800.1776970029&frm=0&ir=1&pscdl=noapi&rcb=19&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=15.6.0&uaw=0&ul=en-us&_s=2&tag_exp=0~115616986~115938465~115938469~117266401~117384405~117512542~118463262&sid=1776970028&sct=1&seg=0&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&en=Trafikk%20p%C3%A5%20nettsiden&_et=14&tfd=2708 → 204 (75ms, ?B)
[2026-04-23T18:47:08.965Z] POST https://www.google-analytics.com/j/collect?v=1&_v=j102&a=710773492&t=pageview&_s=1&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&ul=en-us&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&sr=1280x720&vp=1280x720&_u=YADAAEABAAAAACAAI~&jid=709614680&gjid=1591651385&cid=811081800.1776970029&tid=UA-124268085-1&_gid=570888840.1776970029&_r=1&_slc=1&gtm=45He64m0n81THDKV5Dv79702262za200zd79702262&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938465~115938468~117266400~118167059&z=204033559 → 200 (28ms, 3B)
[2026-04-23T18:47:08.991Z] GET https://connect.facebook.net/signals/config/852914348796463?v=2.9.303&r=stable&domain=blostrupmoen.no&hme=97937018cefade17726f0472876fc101316b2ce9008a35a6a5a7977d7436151a&ex_m=104%2C205%2C154%2C22%2C72%2C73%2C145%2C68%2C67%2C11%2C162%2C90%2C16%2C138%2C127%2C39%2C75%2C78%2C134%2C159%2C164%2C8%2C4%2C5%2C7%2C6%2C3%2C91%2C101%2C165%2C170%2C219%2C62%2C186%2C187%2C55%2C276%2C30%2C74%2C231%2C230%2C229%2C23%2C33%2C103%2C61%2C10%2C63%2C97%2C98%2C99%2C105%2C130%2C31%2C29%2C132%2C133%2C129%2C128%2C155%2C76%2C158%2C156%2C157%2C50%2C60%2C123%2C15%2C161%2C45%2C263%2C264%2C262%2C26%2C27%2C28%2C48%2C146%2C77%2C112%2C18%2C20%2C44%2C40%2C42%2C41%2C83%2C92%2C96%2C110%2C144%2C147%2C46%2C111%2C24%2C21%2C119%2C69%2C36%2C149%2C148%2C150%2C141%2C139%2C25%2C35%2C59%2C109%2C160%2C70%2C17%2C152%2C114%2C81%2C66%2C19%2C85%2C86%2C116%2C84%2C136%2C135%2C34%2C278%2C293%2C212%2C201%2C202%2C200%2C296%2C288%2C52%2C213%2C107%2C131%2C80%2C121%2C54%2C47%2C49%2C113%2C120%2C126%2C58%2C64%2C151%2C115%2C37%2C32%2C53%2C56%2C100%2C163%2C1%2C124%2C14%2C122%2C12%2C2%2C57%2C93%2C65%2C118%2C89%2C88%2C166%2C167%2C94%2C95%2C9%2C125%2C102%2C51%2C142%2C87%2C79%2C71%2C117%2C106%2C43%2C143%2C0%2C82%2C137%2C140%2C153%2C38%2C108%2C13%2C168 → 200 (81ms, 91569B)
[2026-04-23T18:47:09.006Z] GET https://www.google.com/pagead/1p-user-list/868030638/?random=1776970028891&cv=11&fst=1776967200000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be64m0v895332183z879702262za20gzb79702262zd79702262xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938469~117266400~117384406~118128922&u_w=1280&u_h=720&url=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&rcb=2&frm=0&tiba=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=2066263188.1776970029&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=15.6.0&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSsQEABaugfZu34d_52nJTXXkHMJ3SHnP3IBWUfGnOQG8Jr9elrhlqZClwXPZ_9VYTkNIpB5f8h7B1Uex8j_RpxgHdnwSX5wtUdHTw2HxV27LLSqg-DSAWA4cErx1ANNhm34bhShpxH5AHw42viIN5yiIIM_9YDCHlqwQBBnXOzOUJINsozrPgop_smvy01Q1dKHz1b5av5d1UFnrkkBWwXqSZo4bqz02jpYlPlYv9bzuSqNo&random=115932152&rmt_tld=0&ipr=y → 200 (32ms, 42B)
[2026-04-23T18:47:13.963Z] POST https://analytics.google.com/g/collect?v=2&tid=G-MDE69R5SZY&gtm=45je64m0v874454037za20gzb79702262zd79702262&_p=1776970028400&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=EEAAAGQ&ae=a&are=1&cid=811081800.1776970029&frm=0&ir=1&pscdl=noapi&rcb=19&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=15.6.0&uaw=0&ul=en-us&_s=3&tag_exp=0~115616986~115938465~115938469~117266401~117384405~117512542~118463262&sid=1776970028&sct=1&seg=0&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&en=scroll&epn.percent_scrolled=90&_et=1&tfd=7711 → 204 (27ms, ?B)
[2026-04-23T18:47:19.248Z] GET https://blostrupmoen.no/forstehjelpskurs-industri/ → 200 (740ms, ?B)
[2026-04-23T18:47:19.248Z] POST https://blostrupmoen.no/wp-json/complianz/v1/track → pending (?ms, ?B)
[2026-04-23T18:47:19.996Z] POST https://analytics.google.com/g/collect?v=2&tid=G-MDE69R5SZY&gtm=45je64m0v874454037za20gzb79702262zd79702262&_p=1776970028400&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=EAAAAGQ&are=1&cid=811081800.1776970029&frm=0&ir=1&pscdl=noapi&rcb=19&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=15.6.0&uaw=0&ul=en-us&_s=4&tag_exp=0~115616986~115938465~115938469~117266401~117384405~117512542~118463262&sid=1776970028&sct=1&seg=1&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-bygg-anlegg%2F&dt=Innhold%20bygg%20og%20anlegg%20%E2%80%93%20BLOSTRUPMOEN&en=user_engagement&_et=11029&tfd=13741 → pending (?ms, ?B)
[2026-04-23T18:47:20.001Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-header.css?ver=3.6.6 → 200 (?ms, 12098B)
[2026-04-23T18:47:20.001Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-identity.css?ver=3.6.6 → 200 (?ms, 2418B)
[2026-04-23T18:47:20.002Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-navigation.css?ver=3.6.6 → 200 (?ms, 106547B)
[2026-04-23T18:47:20.002Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-rowlayout.css?ver=3.6.6 → 200 (?ms, 10200B)
[2026-04-23T18:47:20.002Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-column.css?ver=3.6.6 → 200 (?ms, 1477B)
[2026-04-23T18:47:20.002Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-advancedbtn.css?ver=3.6.6 → 200 (?ms, 2974B)
[2026-04-23T18:47:20.003Z] GET https://blostrupmoen.no/wp-includes/css/dist/block-library/style.min.css?ver=6.9.4 → 200 (?ms, 119358B)
[2026-04-23T18:47:20.003Z] GET https://blostrupmoen.no/wp-content/plugins/complianz-gdpr-premium/assets/css/cookieblocker.min.css?ver=1773309979 → 200 (?ms, 2782B)
[2026-04-23T18:47:20.004Z] GET https://blostrupmoen.no/wp-content/themes/kadence/assets/css/global.min.css?ver=1.4.1 → 200 (?ms, 27815B)
[2026-04-23T18:47:20.004Z] GET https://blostrupmoen.no/wp-content/themes/kadence/assets/css/content.min.css?ver=1.4.1 → 200 (?ms, 34362B)
[2026-04-23T18:47:20.004Z] GET https://blostrupmoen.no/wp-content/themes/kadence/assets/css/footer.min.css?ver=1.4.1 → 200 (?ms, 19929B)
[2026-04-23T18:47:20.004Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-iconlist.css?ver=3.6.6 → 200 (?ms, 3593B)
[2026-04-23T18:47:20.005Z] GET https://blostrupmoen.no/wp-content/themes/kadence/assets/css/tribe-events.min.css?ver=1.4.1 → 200 (?ms, 14312B)
[2026-04-23T18:47:20.152Z] GET https://fonts.googleapis.com/css?family=Roboto:regular,700,600,500%7COpen%20Sans:regular%7CInter:600&display=swap → 200 (?ms, ?B)
[2026-04-23T18:47:20.153Z] GET https://blostrupmoen.no/wp-content/uploads/2025/04/cropped-hjerte-1-300x214.png → 200 (?ms, ?B)
[2026-04-23T18:47:20.156Z] GET https://player.vimeo.com/video/1094058239?dnt=1&app_id=122963 → pending (?ms, ?B)
[2026-04-23T18:47:20.156Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/dist/style-blocks-image.css?ver=3.6.6 → 200 (?ms, ?B)
[2026-04-23T18:47:20.156Z] GET https://w228278-www.website.cfh4nlntd.service.one/wp-content/uploads/2025/09/wp-content_uploads_2017_06_Miljfyrtarn-ensfarget-hvit.png → 200 (?ms, ?B)
[2026-04-23T18:47:20.156Z] GET https://s.w.org/images/core/emoji/16.0.1/svg/1f4de.svg → 200 (?ms, ?B)
[2026-04-23T18:47:20.156Z] GET https://s.w.org/images/core/emoji/16.0.1/svg/1f4e7.svg → 200 (1ms, ?B)
[2026-04-23T18:47:20.157Z] GET https://s.w.org/images/core/emoji/16.0.1/svg/1f4cd.svg → 200 (?ms, ?B)
[2026-04-23T18:47:20.168Z] GET https://fonts.gstatic.com/s/inter/v20/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuGKYAZ9hiJ-Ek-_EeA.woff2 → 200 (1ms, ?B)
[2026-04-23T18:47:20.169Z] GET https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBHMdazTgWw.woff2 → 200 (?ms, ?B)
[2026-04-23T18:47:20.169Z] GET https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (?ms, ?B)
[2026-04-23T18:47:20.169Z] GET https://w228278-www.website.cfh4nlntd.service.one/wp-content/uploads/2025/03/Forsidebilde-Blostrupmoen-Norge-AS.jpg → 200 (?ms, 63055B)
[2026-04-23T18:47:20.169Z] GET https://blostrupmoen.no/wp-content/uploads/2025/04/Blostrupmoen-Logo-Hvit-300x101.png → 200 (?ms, 6025B)
[2026-04-23T18:47:20.169Z] GET https://blostrupmoen.no/wp-content/uploads/2025/10/logoer-til-nettsidens-footer-300x167.png → 200 (?ms, 10554B)
[2026-04-23T18:47:20.317Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/includes/assets/js/kb-header-block.min.js?ver=3.6.6 → 200 (?ms, 13746B)
[2026-04-23T18:47:20.317Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/includes/assets/js/kb-navigation-block.min.js?ver=3.6.6 → 200 (1ms, 7929B)
[2026-04-23T18:47:20.321Z] GET https://blostrupmoen.no/wp-content/plugins/kadence-blocks/includes/assets/js/kb-off-canvas-trigger.min.js?ver=3.6.6 → 200 (?ms, 2071B)
[2026-04-23T18:47:20.321Z] GET https://blostrupmoen.no/wp-content/plugins/the-events-calendar/common/build/js/user-agent.js?ver=da75d0bdea6dde3898df → 200 (?ms, 291B)
[2026-04-23T18:47:20.321Z] GET https://blostrupmoen.no/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.4.1 → 200 (?ms, 20964B)
[2026-04-23T18:47:20.321Z] GET https://blostrupmoen.no/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=1773309978 → 200 (?ms, 41998B)
[2026-04-23T18:47:20.323Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-THDKV5D → 200 (?ms, 459120B)
[2026-04-23T18:47:20.326Z] GET https://blostrupmoen.no/wp-content/uploads/complianz/css/banner-1-optin.css?v=9884 → 200 (?ms, 15939B)
[2026-04-23T18:47:20.332Z] GET https://blostrupmoen.no/wp-includes/js/wp-emoji-release.min.js?ver=6.9.4 → 200 (?ms, 22762B)
[2026-04-23T18:47:20.343Z] GET https://s.w.org/images/core/emoji/17.0.2/svg/1f447.svg → 200 (?ms, 558B)
[2026-04-23T18:47:20.354Z] GET https://www.googletagmanager.com/gtag/js?id=AW-868030638&cx=c&gtm=4e64m0 → 200 (?ms, 392086B)
[2026-04-23T18:47:20.354Z] GET https://www.googletagmanager.com/gtag/js?id=G-MDE69R5SZY&cx=c&gtm=4e64m0 → 200 (?ms, 550166B)
[2026-04-23T18:47:20.354Z] GET https://www.google-analytics.com/analytics.js → 200 (1ms, 52310B)
[2026-04-23T18:47:20.355Z] GET https://connect.facebook.net/en_US/fbevents.js → 200 (?ms, 374707B)
[2026-04-23T18:47:20.355Z] POST https://www.google.com/ccm/collect?rcb=16&frm=0&ae=g&en=page_view&dl=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-industri%2F&scrsrc=www.googletagmanager.com&rnd=1883577357.1776970040&dt=Innhold%20industri%20%E2%80%93%20BLOSTRUPMOEN&auid=2066263188.1776970029&navt=n&npa=0&ep.ads_data_redaction=0&gtm=45He64m0v79702262za200zd79702262xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~117266400~118167060&apve=1&apvf=f&apvc=1&tft=1776970040353&tfd=1106 → 200 (29ms, ?B)
[2026-04-23T18:47:20.362Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/868030638/?random=1776970040356&cv=11&fst=1776970040356&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be64m0v895332183z879702262za20gzb79702262zd79702262xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938466~115938468~117266400~118167058&u_w=1280&u_h=720&url=https%3A%2F%2Fblostrupmoen.no%2Fforstehjelpskurs-industri%2F&rcb=14&frm=0&tiba=Innhold%20industri%20%E2%80%93%20BLOSTRUPMOEN&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=2066263188.1776970029&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=15.6.0&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=4 → 200 (35ms, 4256B)
